Region,bmi
Nagaland,22
Nagaland,19
Nagaland,21
Nagaland,26
Nagaland,23
Nagaland,27
Nagaland,22
Nagaland,23
Nagaland,19
Nagaland,26
Nagaland,24
Nagaland,27
Nagaland,18
Nagaland,27
Nagaland,18
Nagaland,21
Nagaland,20
Nagaland,27
Nagaland,24
Nagaland,19
Nagaland,19
Nagaland,24
Nagaland,21
Nagaland,22
Nagaland,24
Nagaland,18
Nagaland,26
Nagaland,25
Nagaland,20
Nagaland,27
Nagaland,27
Nagaland,26
Nagaland,23
Nagaland,19
Nagaland,19
Nagaland,25
Nagaland,26
Nagaland,21
Nagaland,24
Nagaland,24
Nagaland,20
Nagaland,25
Nagaland,18
Nagaland,26
Nagaland,18
Nagaland,19
Nagaland,18
Nagaland,18
Nagaland,21
Nagaland,19
Nagaland,24
Nagaland,24
Nagaland,27
Nagaland,23
Nagaland,25
Nagaland,20
Nagaland,25
Nagaland,24
Nagaland,21
Nagaland,20
Nagaland,26
Nagaland,27
Nagaland,20
Nagaland,20
Nagaland,22
Nagaland,20
Nagaland,23
Nagaland,27
Nagaland,22
Nagaland,20
Nagaland,19
Nagaland,21
Nagaland,20
Nagaland,22
Nagaland,19
Nagaland,18
Nagaland,26
Nagaland,20
Nagaland,21
Nagaland,18
Nagaland,26
Nagaland,20
Nagaland,25
Nagaland,26
Nagaland,23
Nagaland,21
Nagaland,20
Nagaland,19
Nagaland,23
Nagaland,18
Nagaland,19
Nagaland,21
Nagaland,24
Nagaland,23
Nagaland,22
Nagaland,26
Nagaland,19
Nagaland,20
Nagaland,20
Nagaland,18
Nagaland,22
Nagaland,18
Nagaland,26
Nagaland,19
Nagaland,21
Nagaland,20
Nagaland,22
Nagaland,27
Nagaland,23
Nagaland,19
Nagaland,18
Nagaland,22
Nagaland,19
Nagaland,22
Nagaland,19
Nagaland,26
Nagaland,22
Nagaland,26
Nagaland,24
Nagaland,26
Nagaland,27
Nagaland,20
Nagaland,19
Nagaland,18
Nagaland,22
Nagaland,27
Nagaland,21
Nagaland,24
Nagaland,20
Nagaland,27
Nagaland,24
Nagaland,19
Nagaland,22
Nagaland,18
Nagaland,26
Nagaland,22
Nagaland,18
Nagaland,23
Nagaland,18
Nagaland,22
Nagaland,27
Nagaland,25
Nagaland,25
Nagaland,21
Nagaland,20
Nagaland,25
Nagaland,24
Nagaland,23
Nagaland,27
Nagaland,19
Nagaland,21
Nagaland,27
Nagaland,25
Nagaland,23
Nagaland,18
Nagaland,18
Nagaland,25
Nagaland,25
Nagaland,21
Nagaland,20
Nagaland,27
Nagaland,20
Nagaland,24
Nagaland,19
Nagaland,21
Nagaland,21
Nagaland,20
Nagaland,19
Nagaland,19
Nagaland,24
Nagaland,27
Nagaland,21
Nagaland,27
Nagaland,21
Nagaland,24
Nagaland,21
Nagaland,18
Nagaland,18
Nagaland,27
Nagaland,22
Nagaland,22
Nagaland,26
Nagaland,24
Nagaland,22
Nagaland,22
Nagaland,26
Nagaland,19
Nagaland,24
Nagaland,21
Nagaland,20
Nagaland,22
Nagaland,26
Nagaland,19
Nagaland,26
Nagaland,26
Nagaland,21
Nagaland,19
Nagaland,25
Nagaland,26
Nagaland,21
Nagaland,19
Nagaland,19
Nagaland,20
Nagaland,27
Nagaland,23
Nagaland,23
Nagaland,24
Nagaland,21
Nagaland,18
Nagaland,19
Nagaland,27
Nagaland,19
Nagaland,19
Nagaland,18
Nagaland,19
Nagaland,23
Nagaland,18
Nagaland,25
Nagaland,19
Nagaland,19
Nagaland,21
Nagaland,19
Nagaland,27
Nagaland,18
Nagaland,18
Nagaland,22
Nagaland,25
Nagaland,23
Nagaland,23
Nagaland,27
Nagaland,26
Nagaland,21
Nagaland,25
Nagaland,21
Nagaland,27
Nagaland,21
Nagaland,21
Nagaland,19
Nagaland,26
Nagaland,18
Nagaland,26
Nagaland,22
Nagaland,25
Nagaland,21
Nagaland,18
Nagaland,22
Nagaland,24
Nagaland,18
Nagaland,21
Nagaland,23
Nagaland,18
Nagaland,25
Nagaland,24
Nagaland,25
Nagaland,21
Nagaland,24
Nagaland,18
Nagaland,21
Nagaland,22
Nagaland,20
Nagaland,21
Nagaland,22
Nagaland,27
Nagaland,19
Nagaland,24
Nagaland,23
Nagaland,19
Nagaland,27
Nagaland,25
Nagaland,22
Nagaland,26
Nagaland,22
Nagaland,22
Nagaland,25
Nagaland,25
Nagaland,18
Nagaland,25
Nagaland,27
Nagaland,22
Nagaland,25
Nagaland,22
Nagaland,21
Nagaland,26
Nagaland,27
Nagaland,26
Nagaland,22
Nagaland,22
Nagaland,18
Nagaland,22
Nagaland,22
Nagaland,21
Nagaland,27
Nagaland,24
Nagaland,27
Nagaland,27
Nagaland,23
Nagaland,19
Nagaland,24
Nagaland,20
Nagaland,26
Nagaland,24
Nagaland,24
Nagaland,25
Nagaland,19
Nagaland,24
Nagaland,22
Nagaland,27
Nagaland,23
Nagaland,18
Nagaland,22
Nagaland,21
Nagaland,22
Nagaland,18
Nagaland,21
Nagaland,18
Nagaland,20
Nagaland,22
Nagaland,22
Nagaland,20
Nagaland,23
Nagaland,24
Nagaland,18
Nagaland,25
Nagaland,26
Nagaland,21
Nagaland,27
Nagaland,21
Nagaland,18
Nagaland,21
Nagaland,18
Nagaland,25
Nagaland,20
Nagaland,27
Nagaland,18
Nagaland,20
Nagaland,18
Nagaland,27
Nagaland,18
Nagaland,18
Nagaland,18
Nagaland,26
Nagaland,18
Nagaland,18
Nagaland,27
Nagaland,27
Nagaland,26
Nagaland,25
Nagaland,21
Nagaland,20
Nagaland,19
Nagaland,23
Nagaland,25
Nagaland,20
Nagaland,27
Nagaland,18
Nagaland,23
Nagaland,18
Nagaland,24
Nagaland,20
Nagaland,21
Nagaland,26
Nagaland,23
Nagaland,21
Nagaland,26
Nagaland,20
Nagaland,23
Nagaland,27
Nagaland,24
Nagaland,20
Nagaland,20
Nagaland,19
Nagaland,19
Nagaland,23
Nagaland,26
Nagaland,25
Nagaland,22
Nagaland,23
Nagaland,20
Nagaland,22
Nagaland,21
Nagaland,23
Nagaland,26
Nagaland,27
Nagaland,26
Nagaland,25
Nagaland,23
Nagaland,26
Nagaland,24
Nagaland,27
Nagaland,24
Nagaland,19
Nagaland,18
Nagaland,18
Nagaland,25
Nagaland,26
Nagaland,26
Nagaland,26
Nagaland,19
Nagaland,22
Nagaland,25
Nagaland,22
Nagaland,18
Nagaland,20
Nagaland,19
Nagaland,19
Nagaland,26
Nagaland,19
Nagaland,20
Nagaland,20
Nagaland,27
Nagaland,21
Nagaland,21
Nagaland,18
Nagaland,27
Nagaland,25
Nagaland,22
Nagaland,23
Nagaland,25
Nagaland,27
Nagaland,26
Nagaland,27
Nagaland,21
Nagaland,27
Nagaland,23
Nagaland,27
Nagaland,19
Nagaland,24
Nagaland,24
Nagaland,19
Nagaland,25
Nagaland,26
Nagaland,22
Nagaland,27
Nagaland,26
Nagaland,27
Nagaland,26
Nagaland,25
Nagaland,23
Nagaland,26
Nagaland,18
Nagaland,25
Nagaland,26
Nagaland,23
Nagaland,20
Nagaland,21
Nagaland,26
Nagaland,22
Nagaland,19
Nagaland,23
Nagaland,23
Nagaland,24
Nagaland,24
Nagaland,27
Nagaland,22
Nagaland,19
Nagaland,19
Nagaland,18
Nagaland,24
Nagaland,24
Nagaland,21
Nagaland,24
Nagaland,26
Nagaland,20
Nagaland,23
Nagaland,19
Nagaland,26
Nagaland,24
Nagaland,24
Nagaland,20
Nagaland,24
Nagaland,27
Nagaland,22
Nagaland,18
Nagaland,19
Nagaland,27
Nagaland,27
Nagaland,19
Nagaland,23
Nagaland,24
Odisha,18
Odisha,25
Odisha,20
Odisha,22
Odisha,19
Odisha,23
Odisha,24
Odisha,25
Odisha,18
Odisha,20
Odisha,24
Odisha,22
Odisha,25
Odisha,18
Odisha,22
Odisha,19
Odisha,26
Odisha,22
Odisha,26
Odisha,25
Odisha,18
Odisha,22
Odisha,25
Odisha,23
Odisha,20
Odisha,18
Odisha,27
Odisha,21
Odisha,27
Odisha,25
Odisha,20
Odisha,26
Odisha,27
Odisha,22
Odisha,22
Odisha,22
Odisha,27
Odisha,21
Odisha,27
Odisha,23
Odisha,23
Odisha,25
Odisha,18
Odisha,26
Odisha,20
Odisha,27
Odisha,26
Odisha,22
Odisha,21
Odisha,23
Odisha,23
Odisha,19
Odisha,20
Odisha,27
Odisha,25
Odisha,20
Odisha,20
Odisha,21
Odisha,20
Odisha,21
Odisha,23
Odisha,23
Odisha,20
Odisha,27
Odisha,21
Odisha,18
Odisha,20
Odisha,25
Odisha,26
Odisha,19
Odisha,21
Odisha,25
Odisha,27
Odisha,19
Odisha,25
Odisha,21
Odisha,21
Odisha,25
Odisha,22
Odisha,20
Odisha,27
Odisha,19
Odisha,27
Odisha,19
Odisha,20
Odisha,22
Odisha,22
Odisha,25
Odisha,22
Odisha,26
Odisha,21
Odisha,18
Odisha,21
Odisha,20
Odisha,20
Odisha,26
Odisha,21
Odisha,24
Odisha,19
Odisha,22
Odisha,21
Odisha,22
Odisha,26
Odisha,21
Odisha,26
Odisha,21
Odisha,22
Odisha,26
Odisha,24
Odisha,22
Odisha,23
Odisha,26
Odisha,22
Odisha,22
Odisha,25
Odisha,18
Odisha,27
Odisha,26
Odisha,26
Odisha,23
Odisha,19
Odisha,26
Odisha,21
Odisha,24
Odisha,21
Odisha,22
Odisha,23
Odisha,18
Odisha,25
Odisha,18
Odisha,19
Odisha,18
Odisha,21
Odisha,22
Odisha,21
Odisha,25
Odisha,19
Odisha,23
Odisha,23
Odisha,24
Odisha,26
Odisha,23
Odisha,26
Odisha,20
Odisha,19
Odisha,18
Odisha,27
Odisha,26
Odisha,19
Odisha,23
Odisha,26
Odisha,26
Odisha,21
Odisha,26
Odisha,23
Odisha,27
Odisha,18
Odisha,21
Odisha,19
Odisha,26
Odisha,20
Odisha,21
Odisha,27
Odisha,25
Odisha,23
Odisha,19
Odisha,27
Odisha,23
Odisha,20
Odisha,18
Odisha,25
Odisha,20
Odisha,25
Odisha,26
Odisha,19
Odisha,24
Odisha,26
Odisha,18
Odisha,20
Odisha,26
Odisha,23
Odisha,24
Odisha,27
Odisha,18
Odisha,26
Odisha,21
Odisha,25
Odisha,21
Odisha,19
Odisha,18
Odisha,18
Odisha,23
Odisha,21
Odisha,26
Odisha,20
Odisha,23
Odisha,21
Odisha,26
Odisha,22
Odisha,21
Odisha,19
Odisha,18
Odisha,23
Odisha,24
Odisha,24
Odisha,21
Odisha,22
Odisha,21
Odisha,23
Odisha,26
Odisha,25
Odisha,22
Odisha,24
Odisha,22
Odisha,18
Odisha,24
Odisha,26
Odisha,19
Odisha,21
Odisha,23
Odisha,24
Odisha,20
Odisha,22
Odisha,25
Odisha,24
Odisha,19
Odisha,21
Odisha,25
Odisha,22
Odisha,18
Odisha,27
Odisha,21
Odisha,25
Odisha,19
Odisha,22
Odisha,25
Odisha,21
Odisha,22
Odisha,21
Odisha,18
Odisha,26
Odisha,18
Odisha,21
Odisha,22
Odisha,22
Odisha,20
Odisha,19
Odisha,20
Odisha,20
Odisha,18
Odisha,23
Odisha,21
Odisha,23
Odisha,21
Odisha,27
Odisha,22
Odisha,21
Odisha,24
Odisha,21
Odisha,25
Odisha,24
Odisha,26
Odisha,22
Odisha,20
Odisha,27
Odisha,23
Odisha,22
Odisha,26
Odisha,27
Odisha,27
Odisha,19
Odisha,22
Odisha,20
Odisha,22
Odisha,22
Odisha,23
Odisha,18
Odisha,18
Odisha,19
Odisha,21
Odisha,21
Odisha,22
Odisha,26
Odisha,24
Odisha,27
Odisha,19
Odisha,18
Odisha,27
Odisha,20
Odisha,21
Odisha,24
Odisha,26
Odisha,20
Odisha,19
Odisha,24
Odisha,22
Odisha,22
Odisha,19
Odisha,22
Odisha,23
Odisha,25
Odisha,26
Odisha,22
Odisha,20
Odisha,24
Odisha,26
Odisha,26
Odisha,26
Odisha,18
Odisha,22
Odisha,21
Odisha,22
Odisha,18
Odisha,24
Odisha,20
Odisha,27
Odisha,27
Odisha,19
Odisha,18
Odisha,25
Odisha,23
Odisha,18
Odisha,24
Odisha,27
Odisha,23
Odisha,25
Odisha,18
Odisha,23
Odisha,21
Odisha,24
Odisha,18
Odisha,23
Odisha,18
Odisha,20
Odisha,25
Odisha,19
Odisha,18
Odisha,23
Odisha,21
Odisha,22
Odisha,26
Odisha,24
Odisha,24
Odisha,21
Odisha,22
Odisha,26
Odisha,19
Odisha,25
Odisha,25
Odisha,22
Odisha,21
Odisha,18
Odisha,22
Odisha,20
Odisha,23
Odisha,21
Odisha,21
Odisha,20
Odisha,26
Odisha,19
Odisha,22
Odisha,25
Odisha,27
Odisha,27
Odisha,18
Odisha,26
Odisha,20
Odisha,22
Odisha,26
Odisha,18
Odisha,25
Odisha,23
Odisha,25
Odisha,22
Odisha,22
Odisha,19
Odisha,19
Odisha,26
Odisha,19
Odisha,22
Odisha,18
Odisha,21
Odisha,19
Odisha,25
Odisha,26
Odisha,22
Odisha,20
Odisha,19
Odisha,20
Odisha,21
Odisha,19
Odisha,19
Odisha,18
Odisha,24
Odisha,18
Odisha,25
Odisha,25
Odisha,20
Odisha,19
Odisha,21
Odisha,19
Odisha,26
Odisha,19
Odisha,24
Odisha,22
Odisha,25
Odisha,18
Odisha,20
Odisha,24
Odisha,22
Odisha,23
Odisha,18
Odisha,21
Odisha,21
Odisha,22
Odisha,20
Odisha,21
Odisha,19
Odisha,23
Odisha,22
Odisha,26
Odisha,22
Odisha,26
Odisha,26
Odisha,27
Odisha,22
Odisha,25
Odisha,18
Odisha,27
Odisha,25
Odisha,24
Odisha,20
Odisha,18
Odisha,19
Odisha,26
Odisha,27
Odisha,26
Odisha,19
Odisha,19
Odisha,25
Odisha,27
Odisha,25
Odisha,18
Odisha,23
Odisha,18
Odisha,25
Odisha,22
Odisha,23
Odisha,20
Odisha,27
Odisha,25
Odisha,24
Odisha,18
Odisha,20
Odisha,26
Odisha,27
Odisha,25
Odisha,25
Odisha,25
Odisha,18
Odisha,19
Odisha,21
Odisha,23
Odisha,18
Odisha,26
Odisha,18
Odisha,21
Odisha,24
Odisha,19
Odisha,25
Odisha,24
Odisha,20
Odisha,21
Odisha,21
Odisha,26
Odisha,24
Odisha,23
Odisha,19
Odisha,24
Odisha,20
Odisha,23
Odisha,27
Odisha,24
Odisha,27
Odisha,19
Odisha,23
Odisha,18
Odisha,23
Odisha,20
Odisha,22
Odisha,24
Odisha,23
Odisha,20
Odisha,27
Odisha,25
Odisha,19
Odisha,21
Odisha,20
Odisha,19
Odisha,23
Punjab,27
Punjab,20
Punjab,20
Punjab,24
Punjab,23
Punjab,19
Punjab,18
Punjab,19
Punjab,18
Punjab,23
Punjab,19
Punjab,19
Punjab,23
Punjab,18
Punjab,24
Punjab,25
Punjab,25
Punjab,24
Punjab,24
Punjab,19
Punjab,22
Punjab,20
Punjab,19
Punjab,20
Punjab,21
Punjab,27
Punjab,22
Punjab,23
Punjab,18
Punjab,24
Punjab,23
Punjab,27
Punjab,21
Punjab,25
Punjab,18
Punjab,22
Punjab,19
Punjab,23
Punjab,24
Punjab,26
Punjab,24
Punjab,25
Punjab,22
Punjab,23
Punjab,19
Punjab,26
Punjab,18
Punjab,20
Punjab,23
Punjab,25
Punjab,24
Punjab,18
Punjab,18
Punjab,18
Punjab,20
Punjab,27
Punjab,20
Punjab,18
Punjab,27
Punjab,19
Punjab,19
Punjab,19
Punjab,22
Punjab,25
Punjab,23
Punjab,23
Punjab,18
Punjab,24
Punjab,21
Punjab,22
Punjab,24
Punjab,21
Punjab,27
Punjab,21
Punjab,27
Punjab,21
Punjab,24
Punjab,26
Punjab,20
Punjab,21
Punjab,27
Punjab,20
Punjab,18
Punjab,23
Punjab,19
Punjab,24
Punjab,25
Punjab,20
Punjab,20
Punjab,22
Punjab,19
Punjab,22
Punjab,18
Punjab,21
Punjab,19
Punjab,24
Punjab,24
Punjab,23
Punjab,18
Punjab,26
Punjab,18
Punjab,24
Punjab,20
Punjab,23
Punjab,21
Punjab,24
Punjab,22
Punjab,27
Punjab,25
Punjab,27
Punjab,25
Punjab,24
Punjab,23
Punjab,18
Punjab,21
Punjab,24
Punjab,24
Punjab,20
Punjab,20
Punjab,23
Punjab,19
Punjab,25
Punjab,18
Punjab,19
Punjab,18
Punjab,20
Punjab,21
Punjab,27
Punjab,26
Punjab,24
Punjab,21
Punjab,22
Punjab,26
Punjab,20
Punjab,21
Punjab,24
Punjab,18
Punjab,27
Punjab,22
Punjab,18
Punjab,22
Punjab,20
Punjab,21
Punjab,27
Punjab,26
Punjab,23
Punjab,22
Punjab,23
Punjab,27
Punjab,21
Punjab,22
Punjab,24
Punjab,19
Punjab,22
Punjab,26
Punjab,27
Punjab,18
Punjab,24
Punjab,24
Punjab,25
Punjab,24
Punjab,27
Punjab,27
Punjab,26
Punjab,20
Punjab,23
Punjab,27
Punjab,22
Punjab,27
Punjab,27
Punjab,23
Punjab,24
Punjab,18
Punjab,25
Punjab,26
Punjab,24
Punjab,20
Punjab,25
Punjab,27
Punjab,27
Punjab,24
Punjab,21
Punjab,25
Punjab,19
Punjab,24
Punjab,19
Punjab,22
Punjab,27
Punjab,20
Punjab,25
Punjab,27
Punjab,24
Punjab,24
Punjab,25
Punjab,26
Punjab,27
Punjab,21
Punjab,25
Punjab,25
Punjab,22
Punjab,18
Punjab,27
Punjab,26
Punjab,22
Punjab,25
Punjab,22
Punjab,24
Punjab,27
Punjab,21
Punjab,25
Punjab,26
Punjab,27
Punjab,20
Punjab,25
Punjab,21
Punjab,23
Punjab,26
Punjab,22
Punjab,23
Punjab,26
Punjab,20
Punjab,25
Punjab,23
Punjab,25
Punjab,18
Punjab,18
Punjab,23
Punjab,19
Punjab,19
Punjab,19
Punjab,18
Punjab,22
Punjab,24
Punjab,19
Punjab,21
Punjab,23
Punjab,19
Punjab,24
Punjab,27
Punjab,18
Punjab,26
Punjab,26
Punjab,24
Punjab,25
Punjab,25
Punjab,24
Punjab,22
Punjab,24
Punjab,26
Punjab,26
Punjab,24
Punjab,27
Punjab,26
Punjab,27
Punjab,18
Punjab,19
Punjab,18
Punjab,26
Punjab,23
Punjab,24
Punjab,26
Punjab,27
Punjab,23
Punjab,25
Punjab,26
Punjab,21
Punjab,27
Punjab,26
Punjab,26
Punjab,24
Punjab,24
Punjab,25
Punjab,21
Punjab,20
Punjab,26
Punjab,20
Punjab,26
Punjab,27
Punjab,21
Punjab,18
Punjab,18
Punjab,25
Punjab,22
Punjab,20
Punjab,23
Punjab,19
Punjab,22
Punjab,27
Punjab,19
Punjab,23
Punjab,19
Punjab,25
Punjab,24
Punjab,23
Punjab,23
Punjab,21
Punjab,24
Punjab,20
Punjab,27
Punjab,19
Punjab,21
Punjab,27
Punjab,22
Punjab,19
Punjab,18
Punjab,19
Punjab,24
Punjab,18
Punjab,27
Punjab,18
Punjab,27
Punjab,22
Punjab,24
Punjab,21
Punjab,20
Punjab,20
Punjab,18
Punjab,27
Punjab,26
Punjab,22
Punjab,21
Punjab,22
Punjab,25
Punjab,22
Punjab,19
Punjab,27
Punjab,20
Punjab,19
Punjab,20
Punjab,25
Punjab,20
Punjab,18
Punjab,22
Punjab,24
Punjab,26
Punjab,25
Punjab,21
Punjab,25
Punjab,19
Punjab,19
Punjab,18
Punjab,23
Punjab,19
Punjab,20
Punjab,23
Punjab,21
Punjab,26
Punjab,27
Punjab,23
Punjab,21
Punjab,20
Punjab,24
Punjab,22
Punjab,24
Punjab,27
Punjab,26
Punjab,25
Punjab,22
Punjab,21
Punjab,20
Punjab,19
Punjab,20
Punjab,19
Punjab,25
Punjab,23
Punjab,23
Punjab,27
Punjab,22
Punjab,18
Punjab,24
Punjab,24
Punjab,22
Punjab,23
Punjab,20
Punjab,27
Punjab,20
Punjab,22
Punjab,27
Punjab,26
Punjab,24
Punjab,26
Punjab,25
Punjab,19
Punjab,23
Punjab,25
Punjab,27
Punjab,24
Punjab,22
Punjab,27
Punjab,27
Punjab,21
Punjab,22
Punjab,25
Punjab,24
Punjab,26
Punjab,19
Punjab,18
Punjab,27
Punjab,23
Punjab,18
Punjab,19
Punjab,21
Punjab,20
Punjab,25
Punjab,24
Punjab,18
Punjab,24
Punjab,20
Punjab,23
Punjab,22
Punjab,27
Punjab,19
Punjab,26
Punjab,18
Punjab,26
Punjab,25
Punjab,23
Punjab,24
Punjab,19
Punjab,23
Punjab,25
Punjab,27
Punjab,21
Punjab,24
Punjab,25
Punjab,25
Punjab,19
Punjab,27
Punjab,25
Punjab,22
Punjab,22
Punjab,18
Punjab,19
Punjab,18
Punjab,26
Punjab,18
Punjab,27
Punjab,19
Punjab,18
Punjab,26
Punjab,21
Punjab,24
Punjab,20
Punjab,25
Punjab,21
Punjab,23
Punjab,25
Punjab,23
Punjab,20
Punjab,24
Punjab,20
Punjab,27
Punjab,27
Punjab,27
Punjab,27
Punjab,26
Punjab,22
Punjab,24
Punjab,23
Punjab,23
Punjab,26
Punjab,21
Punjab,26
Punjab,27
Punjab,21
Punjab,27
Punjab,23
Punjab,26
Punjab,26
Punjab,23
Punjab,23
Punjab,19
Punjab,26
Punjab,26
Punjab,18
Punjab,24
Punjab,20
Punjab,22
Punjab,21
Punjab,21
Punjab,19
Punjab,18
Punjab,19
Punjab,18
Punjab,21
Punjab,20
Punjab,25
Punjab,25
Punjab,23
Punjab,26
Punjab,27
Punjab,25
Punjab,20
Punjab,20
Punjab,24
Punjab,23
Punjab,19
Punjab,20
Punjab,22
Punjab,21
Rajasthan,19
Rajasthan,24
Rajasthan,23
Rajasthan,26
Rajasthan,18
Rajasthan,18
Rajasthan,18
Rajasthan,22
Rajasthan,22
Rajasthan,23
Rajasthan,20
Rajasthan,22
Rajasthan,21
Rajasthan,21
Rajasthan,22
Rajasthan,22
Rajasthan,20
Rajasthan,25
Rajasthan,21
Rajasthan,26
Rajasthan,19
Rajasthan,25
Rajasthan,21
Rajasthan,23
Rajasthan,24
Rajasthan,22
Rajasthan,22
Rajasthan,20
Rajasthan,25
Rajasthan,26
Rajasthan,22
Rajasthan,19
Rajasthan,19
Rajasthan,23
Rajasthan,27
Rajasthan,23
Rajasthan,21
Rajasthan,21
Rajasthan,24
Rajasthan,19
Rajasthan,21
Rajasthan,27
Rajasthan,21
Rajasthan,22
Rajasthan,21
Rajasthan,22
Rajasthan,25
Rajasthan,19
Rajasthan,20
Rajasthan,25
Rajasthan,21
Rajasthan,27
Rajasthan,19
Rajasthan,23
Rajasthan,19
Rajasthan,21
Rajasthan,18
Rajasthan,23
Rajasthan,23
Rajasthan,27
Rajasthan,18
Rajasthan,19
Rajasthan,18
Rajasthan,26
Rajasthan,21
Rajasthan,20
Rajasthan,18
Rajasthan,21
Rajasthan,25
Rajasthan,19
Rajasthan,26
Rajasthan,21
Rajasthan,27
Rajasthan,25
Rajasthan,21
Rajasthan,23
Rajasthan,19
Rajasthan,27
Rajasthan,25
Rajasthan,18
Rajasthan,23
Rajasthan,18
Rajasthan,23
Rajasthan,26
Rajasthan,24
Rajasthan,24
Rajasthan,19
Rajasthan,18
Rajasthan,26
Rajasthan,25
Rajasthan,22
Rajasthan,19
Rajasthan,22
Rajasthan,23
Rajasthan,22
Rajasthan,20
Rajasthan,25
Rajasthan,27
Rajasthan,24
Rajasthan,24
Rajasthan,24
Rajasthan,18
Rajasthan,22
Rajasthan,21
Rajasthan,25
Rajasthan,18
Rajasthan,27
Rajasthan,18
Rajasthan,25
Rajasthan,18
Rajasthan,25
Rajasthan,21
Rajasthan,18
Rajasthan,20
Rajasthan,20
Rajasthan,18
Rajasthan,18
Rajasthan,22
Rajasthan,27
Rajasthan,24
Rajasthan,27
Rajasthan,27
Rajasthan,25
Rajasthan,20
Rajasthan,27
Rajasthan,22
Rajasthan,25
Rajasthan,23
Rajasthan,22
Rajasthan,20
Rajasthan,23
Rajasthan,18
Rajasthan,22
Rajasthan,25
Rajasthan,25
Rajasthan,18
Rajasthan,21
Rajasthan,24
Rajasthan,19
Rajasthan,21
Rajasthan,20
Rajasthan,20
Rajasthan,27
Rajasthan,25
Rajasthan,18
Rajasthan,21
Rajasthan,24
Rajasthan,20
Rajasthan,20
Rajasthan,18
Rajasthan,19
Rajasthan,22
Rajasthan,21
Rajasthan,20
Rajasthan,22
Rajasthan,24
Rajasthan,21
Rajasthan,21
Rajasthan,18
Rajasthan,20
Rajasthan,24
Rajasthan,20
Rajasthan,22
Rajasthan,21
Rajasthan,21
Rajasthan,19
Rajasthan,20
Rajasthan,20
Rajasthan,21
Rajasthan,26
Rajasthan,20
Rajasthan,20
Rajasthan,27
Rajasthan,21
Rajasthan,26
Rajasthan,23
Rajasthan,22
Rajasthan,27
Rajasthan,25
Rajasthan,23
Rajasthan,21
Rajasthan,25
Rajasthan,22
Rajasthan,22
Rajasthan,24
Rajasthan,19
Rajasthan,27
Rajasthan,23
Rajasthan,26
Rajasthan,18
Rajasthan,25
Rajasthan,25
Rajasthan,27
Rajasthan,25
Rajasthan,27
Rajasthan,25
Rajasthan,25
Rajasthan,22
Rajasthan,22
Rajasthan,23
Rajasthan,23
Rajasthan,25
Rajasthan,26
Rajasthan,22
Rajasthan,19
Rajasthan,22
Rajasthan,27
Rajasthan,26
Rajasthan,20
Rajasthan,24
Rajasthan,19
Rajasthan,18
Rajasthan,25
Rajasthan,27
Rajasthan,19
Rajasthan,22
Rajasthan,19
Rajasthan,18
Rajasthan,26
Rajasthan,19
Rajasthan,25
Rajasthan,21
Rajasthan,23
Rajasthan,24
Rajasthan,23
Rajasthan,20
Rajasthan,20
Rajasthan,18
Rajasthan,20
Rajasthan,27
Rajasthan,23
Rajasthan,27
Rajasthan,24
Rajasthan,22
Rajasthan,23
Rajasthan,21
Rajasthan,18
Rajasthan,25
Rajasthan,25
Rajasthan,18
Rajasthan,18
Rajasthan,18
Rajasthan,23
Rajasthan,18
Rajasthan,27
Rajasthan,23
Rajasthan,19
Rajasthan,26
Rajasthan,22
Rajasthan,19
Rajasthan,26
Rajasthan,24
Rajasthan,20
Rajasthan,20
Rajasthan,27
Rajasthan,20
Rajasthan,24
Rajasthan,25
Rajasthan,22
Rajasthan,21
Rajasthan,20
Rajasthan,21
Rajasthan,22
Rajasthan,26
Rajasthan,27
Rajasthan,27
Rajasthan,20
Rajasthan,23
Rajasthan,25
Rajasthan,18
Rajasthan,19
Rajasthan,19
Rajasthan,20
Rajasthan,21
Rajasthan,21
Rajasthan,21
Rajasthan,20
Rajasthan,21
Rajasthan,22
Rajasthan,19
Rajasthan,26
Rajasthan,21
Rajasthan,24
Rajasthan,23
Rajasthan,22
Rajasthan,26
Rajasthan,21
Rajasthan,27
Rajasthan,21
Rajasthan,26
Rajasthan,26
Rajasthan,21
Rajasthan,23
Rajasthan,26
Rajasthan,20
Rajasthan,18
Rajasthan,26
Rajasthan,18
Rajasthan,21
Rajasthan,18
Rajasthan,19
Rajasthan,27
Rajasthan,26
Rajasthan,26
Rajasthan,27
Rajasthan,24
Rajasthan,23
Rajasthan,19
Rajasthan,19
Rajasthan,25
Rajasthan,19
Rajasthan,20
Rajasthan,18
Rajasthan,20
Rajasthan,19
Rajasthan,23
Rajasthan,24
Rajasthan,23
Rajasthan,23
Rajasthan,21
Rajasthan,18
Rajasthan,25
Rajasthan,23
Rajasthan,24
Rajasthan,23
Rajasthan,19
Rajasthan,20
Rajasthan,25
Rajasthan,22
Rajasthan,23
Rajasthan,25
Rajasthan,18
Rajasthan,27
Rajasthan,27
Rajasthan,19
Rajasthan,19
Rajasthan,26
Rajasthan,21
Rajasthan,19
Rajasthan,24
Rajasthan,22
Rajasthan,25
Rajasthan,21
Rajasthan,23
Rajasthan,21
Rajasthan,23
Rajasthan,20
Rajasthan,20
Rajasthan,25
Rajasthan,25
Rajasthan,27
